"invoice_no","Revenue"
"I239696","5401.53"
"I503785","5401.53"
"I264840","9602.72"
"I335665","15004.25"
"I176477","9602.72"
"I541562","15004.25"
"I301684","5401.53"
"I281625","5401.53"
"I308904","15004.25"
"I850030","5401.53"
"I149432","9602.72"
"I257254","9602.72"
"I155915","5401.53"
"I106302","9602.72"
"I613454","9602.72"
"I878926","9602.72"
"I288381","9602.72"
"I263723","9602.72"
"I181880","9602.72"
"I232180","9602.72"
"I249063","5401.53"
"I243667","5401.53"
"I694576","5401.53"
"I261600","15004.25"
"I115509","9602.72"
"I265189","5401.53"
"I907378","9602.72"
"I277406","15004.25"
"I993277","5401.53"
"I266324","5401.53"
"I581118","15004.25"
"I117018","5401.53"
"I167611","15004.25"
"I942231","5401.53"
"I302244","9602.72"
"I327786","15004.25"
"I961459","5401.53"
"I317095","9602.72"
"I108229","9602.72"
"I807299","15004.25"
"I585814","5401.53"
"I506295","9602.72"
"I289987","9602.72"
"I201633","15004.25"
"I178478","5401.53"
"I125209","15004.25"
"I124550","9602.72"
"I302423","5401.53"
"I189826","15004.25"
"I995293","15004.25"
"I881324","5401.53"
"I377816","5401.53"
"I177185","9602.72"
"I785104","9602.72"
"I121564","5401.53"
"I333160","9602.72"
"I120821","15004.25"
"I175533","9602.72"
"I144643","15004.25"
"I221425","15004.25"
"I126340","15004.25"
"I176524","9602.72"
"I499274","9602.72"
"I167033","5401.53"
"I146109","15004.25"
"I153111","15004.25"
"I978260","15004.25"
"I270811","15004.25"
"I129303","15004.25"
"I140860","5401.53"
"I122365","15004.25"
"I935384","9602.72"
"I128704","15004.25"
"I234272","15004.25"
"I574286","5401.53"
"I307283","9602.72"
"I203026","9602.72"
"I160977","5401.53"
"I772512","9602.72"
"I333637","15004.25"
"I117166","5401.53"
"I122467","5401.53"
"I328975","9602.72"
"I949516","9602.72"
"I190080","5401.53"
"I956396","5401.53"
"I297781","9602.72"
"I227386","9602.72"
"I839200","15004.25"
"I225598","5401.53"
"I220623","9602.72"
"I240391","9602.72"
"I149779","9602.72"
"I228295","9602.72"
"I255070","9602.72"
"I264189","5401.53"
"I271960","15004.25"
"I127989","9602.72"
"I474829","15004.25"
"I149006","9602.72"
"I111345","9602.72"
"I285543","15004.25"
"I788026","9602.72"
"I290102","15004.25"
"I256004","15004.25"
"I410726","9602.72"
"I304318","15004.25"
"I321512","5401.53"
"I202037","5401.53"
"I200889","15004.25"
"I193616","15004.25"
"I479945","5401.53"
"I549326","15004.25"
"I201107","15004.25"
"I789228","9602.72"
"I317074","9602.72"
"I959623","5401.53"
"I270342","15004.25"
"I263494","9602.72"
"I120611","15004.25"
"I297931","9602.72"
"I337213","9602.72"
"I525213","9602.72"
"I281185","15004.25"
"I118620","9602.72"
"I220284","9602.72"
"I127708","5401.53"
"I337142","15004.25"
"I183222","5401.53"
"I300305","15004.25"
"I488522","15004.25"
"I170569","15004.25"
"I254921","9602.72"
"I159513","9602.72"
"I197116","15004.25"
"I239265","5401.53"
"I186155","5401.53"
"I161817","9602.72"
"I258031","15004.25"
"I254404","5401.53"
"I606923","15004.25"
"I892587","9602.72"
"I184910","15004.25"
"I248319","15004.25"
"I204484","5401.53"
"I557258","9602.72"
"I138301","9602.72"
"I102396","9602.72"
"I230443","5401.53"
"I132073","15004.25"
"I918283","5401.53"
"I270489","5401.53"
"I176682","9602.72"
"I331613","15004.25"
"I677719","15004.25"
"I693047","9602.72"
"I218835","5401.53"
"I276176","15004.25"
"I172079","9602.72"
"I378545","5401.53"
"I232433","9602.72"
"I193373","5401.53"
"I237413","9602.72"
"I215632","9602.72"
"I130191","15004.25"
"I465733","15004.25"
"I248396","5401.53"
"I127742","5401.53"
"I806568","5401.53"
"I254805","15004.25"
"I168620","15004.25"
"I101741","5401.53"
"I192066","5401.53"
"I262476","15004.25"
"I266350","15004.25"
"I289119","5401.53"
"I218449","5401.53"
"I123460","15004.25"
"I302087","15004.25"
"I172260","9602.72"
"I946572","9602.72"
"I147824","9602.72"
"I526102","15004.25"
"I106079","5401.53"
"I301824","9602.72"
"I135088","5401.53"
"I100491","9602.72"
"I333652","15004.25"
"I149403","9602.72"
"I714338","15004.25"
"I886851","15004.25"
"I170574","5401.53"
"I276916","5401.53"
"I325363","9602.72"
"I723560","5401.53"
"I544321","15004.25"
"I125487","5401.53"
"I328575","5401.53"
"I773082","9602.72"
"I112122","5401.53"
"I340972","9602.72"
"I132088","5401.53"
"I311872","5401.53"
"I205151","15004.25"
"I312085","15004.25"
"I194715","9602.72"
"I911735","9602.72"
"I498808","15004.25"
"I200448","15004.25"
"I883575","5401.53"
"I175570","5401.53"
"I993704","5401.53"
"I202832","15004.25"
"I215520","9602.72"
"I697765","15004.25"
"I249974","9602.72"
"I335904","15004.25"
"I178908","15004.25"
"I965163","15004.25"
"I204363","15004.25"
"I252297","9602.72"
"I240659","15004.25"
"I230878","5401.53"
"I160693","9602.72"
"I279014","5401.53"
"I160757","9602.72"
"I334992","9602.72"
"I272289","15004.25"
"I264390","15004.25"
"I237826","15004.25"
"I172198","15004.25"
"I236661","9602.72"
"I284159","9602.72"
"I534268","5401.53"
"I248173","5401.53"
"I534898","9602.72"
"I157248","5401.53"
"I789975","5401.53"
"I307635","15004.25"
"I160256","15004.25"
"I408840","15004.25"
"I114230","5401.53"
"I196992","9602.72"
"I237404","9602.72"
"I710041","9602.72"
"I316168","15004.25"
"I209547","15004.25"
"I536205","15004.25"
"I304941","5401.53"
"I159656","9602.72"
"I875420","5401.53"
"I327640","9602.72"
"I266254","9602.72"
"I704071","9602.72"
"I207620","15004.25"
"I440338","5401.53"
"I331567","5401.53"
"I885713","5401.53"
"I118003","5401.53"
"I410211","5401.53"
"I211037","15004.25"
"I213264","15004.25"
"I670220","15004.25"
"I445708","9602.72"
"I312242","5401.53"
"I471964","9602.72"
"I294318","15004.25"
"I506483","15004.25"
"I201805","15004.25"
"I209109","9602.72"
"I189735","9602.72"
"I308100","9602.72"
"I981900","15004.25"
"I112250","5401.53"
"I606832","5401.53"
"I176032","9602.72"
"I109211","15004.25"
"I148410","5401.53"
"I325865","9602.72"
"I195862","9602.72"
"I141186","9602.72"
"I201450","9602.72"
"I316933","15004.25"
"I825734","5401.53"
"I320306","15004.25"
"I260523","5401.53"
"I188453","5401.53"
"I251940","5401.53"
"I354980","9602.72"
"I109922","15004.25"
"I108714","15004.25"
"I367556","5401.53"
"I892292","5401.53"
"I315087","9602.72"
"I103932","15004.25"
"I198492","15004.25"
"I174076","5401.53"
"I201972","5401.53"
"I202054","5401.53"
"I123994","15004.25"
"I321540","5401.53"
"I119186","9602.72"
"I301893","5401.53"
"I215249","5401.53"
"I174884","15004.25"
"I244334","5401.53"
"I104054","5401.53"
"I162561","5401.53"
"I323426","9602.72"
"I469563","9602.72"
"I202009","5401.53"
"I177209","9602.72"
"I438079","5401.53"
"I277209","9602.72"
"I745150","9602.72"
"I333821","15004.25"
"I285377","5401.53"
"I748648","5401.53"
"I269906","15004.25"
"I125919","15004.25"
"I209474","5401.53"
"I146591","5401.53"
"I127510","9602.72"
"I340740","9602.72"
"I265617","15004.25"
"I553623","5401.53"
"I107970","15004.25"
"I103197","9602.72"
"I270835","15004.25"
"I243391","5401.53"
"I337694","9602.72"
"I201636","5401.53"
"I119722","9602.72"
"I565277","15004.25"
"I262762","9602.72"
"I158921","9602.72"
"I310472","9602.72"
"I215780","5401.53"
"I658107","9602.72"
"I237156","9602.72"
"I216052","5401.53"
"I223235","9602.72"
"I217680","9602.72"
"I294376","5401.53"
"I228386","5401.53"
"I898099","15004.25"
"I182057","15004.25"
"I263907","9602.72"
"I244926","15004.25"
"I806656","9602.72"
"I249752","15004.25"
"I927124","5401.53"
"I115717","5401.53"
"I144356","5401.53"
"I616473","15004.25"
"I154522","15004.25"
"I104113","9602.72"
"I104871","15004.25"
"I194929","9602.72"
"I869076","5401.53"
"I318923","9602.72"
"I917071","9602.72"
"I243434","9602.72"
"I848494","9602.72"
"I111741","9602.72"
"I126644","5401.53"
"I328377","5401.53"
"I249726","5401.53"
"I272560","5401.53"
"I177399","15004.25"
"I492004","5401.53"
"I936684","9602.72"
"I231573","9602.72"
"I205354","5401.53"
"I331494","9602.72"
"I217296","15004.25"
"I296070","15004.25"
"I670691","5401.53"
"I168482","15004.25"
"I267123","5401.53"
"I203539","15004.25"
"I223316","15004.25"
"I774964","9602.72"
"I193209","5401.53"
"I226812","5401.53"
"I158427","15004.25"
"I177672","15004.25"
"I326890","9602.72"
"I376104","5401.53"
"I237626","5401.53"
"I283149","9602.72"
"I547340","15004.25"
"I289597","15004.25"
"I723207","5401.53"
"I331029","9602.72"
"I846169","5401.53"
"I518746","5401.53"
"I326212","9602.72"
"I128103","9602.72"
"I724627","5401.53"
"I827726","9602.72"
"I290110","15004.25"
"I312461","9602.72"
"I988358","9602.72"
"I216774","15004.25"
"I244277","5401.53"
"I379875","5401.53"
"I539306","9602.72"
"I128186","15004.25"
"I124836","5401.53"
"I548527","15004.25"
"I540759","15004.25"
"I294560","9602.72"
"I283308","5401.53"
"I312124","9602.72"
"I337747","15004.25"
"I230926","9602.72"
"I252533","15004.25"
"I860514","15004.25"
"I323122","9602.72"
"I152121","9602.72"
"I224985","9602.72"
"I154894","15004.25"
"I171944","9602.72"
"I215939","5401.53"
"I276917","15004.25"
"I328910","15004.25"
"I163282","5401.53"
"I205610","9602.72"
"I221364","9602.72"
"I259814","5401.53"
"I237940","15004.25"
"I689018","9602.72"
"I515433","5401.53"
"I615778","15004.25"
"I708745","15004.25"
"I296703","15004.25"
"I245905","9602.72"
"I149472","5401.53"
"I286310","9602.72"
"I265509","15004.25"
"I625627","5401.53"
"I221275","15004.25"
"I228881","15004.25"
"I107424","15004.25"
"I201644","15004.25"
"I204671","9602.72"
"I235767","9602.72"
"I264025","15004.25"
"I213661","9602.72"
"I139871","15004.25"
"I532064","5401.53"
"I216750","9602.72"
"I221398","15004.25"
"I124873","15004.25"
"I890980","15004.25"
"I259956","5401.53"
"I383131","5401.53"
"I901695","9602.72"
"I106518","5401.53"
"I781282","15004.25"
"I305099","15004.25"
"I315050","5401.53"
"I132640","9602.72"
"I495906","5401.53"
"I241136","15004.25"
"I230384","15004.25"
"I205466","15004.25"
"I365426","9602.72"
"I291499","5401.53"
"I195968","5401.53"
"I738162","5401.53"
"I221850","9602.72"
"I260779","9602.72"
"I267862","9602.72"
"I860358","15004.25"
"I193416","5401.53"
"I279395","9602.72"
"I185576","15004.25"
"I150815","5401.53"
"I423363","9602.72"
"I207754","5401.53"
"I236634","15004.25"
"I498630","15004.25"
"I796130","9602.72"
"I679435","5401.53"
"I226477","5401.53"
"I103860","5401.53"
"I187145","9602.72"
"I260889","9602.72"
"I273161","5401.53"
"I331456","15004.25"
"I338893","15004.25"
"I281667","9602.72"
"I107575","5401.53"
"I744963","15004.25"
"I172524","15004.25"
"I778069","5401.53"
"I302090","15004.25"
"I212359","5401.53"
"I268518","15004.25"
"I663683","15004.25"
"I267557","5401.53"
"I284817","15004.25"
"I155095","9602.72"
"I162287","15004.25"
"I122501","9602.72"
"I303727","5401.53"
"I475859","5401.53"
"I204201","9602.72"
"I199517","15004.25"
"I276053","15004.25"
"I377578","9602.72"
"I278127","9602.72"
"I240064","5401.53"
"I595430","9602.72"
"I111656","9602.72"
"I185056","9602.72"
"I249584","5401.53"
"I172394","15004.25"
"I599752","15004.25"
"I185782","15004.25"
"I262359","5401.53"
"I217147","9602.72"
"I126772","15004.25"
"I184537","5401.53"
"I198555","15004.25"
"I102415","15004.25"
"I332039","9602.72"
"I800962","5401.53"
"I250526","5401.53"
"I125680","5401.53"
"I179469","9602.72"
"I218622","5401.53"
"I192563","5401.53"
"I276383","5401.53"
"I125225","15004.25"
"I112434","15004.25"
"I148817","9602.72"
"I301959","5401.53"
"I250980","15004.25"
"I308902","5401.53"
"I280190","9602.72"
"I126168","15004.25"
"I106487","9602.72"
"I105912","9602.72"
"I181947","15004.25"
"I283343","9602.72"
"I281011","15004.25"
"I800799","5401.53"
"I145064","15004.25"
"I180471","5401.53"
"I111976","15004.25"
"I167111","5401.53"
"I783811","9602.72"
"I261458","15004.25"
"I312934","15004.25"
"I161726","5401.53"
"I530950","9602.72"
"I186398","15004.25"
"I215649","5401.53"
"I138213","5401.53"
"I475876","5401.53"
"I142234","9602.72"
"I108034","15004.25"
"I623693","9602.72"
"I180205","9602.72"
"I101086","9602.72"
"I225170","5401.53"
"I442275","9602.72"
"I432873","5401.53"
"I594637","5401.53"
"I141397","15004.25"
"I841625","5401.53"
"I182524","15004.25"
"I332877","5401.53"
"I419404","5401.53"
"I206580","15004.25"
"I326830","15004.25"
"I489927","9602.72"
"I534637","9602.72"
"I281034","5401.53"
"I144668","9602.72"
"I175556","5401.53"
"I200268","9602.72"
"I100401","5401.53"
"I958156","15004.25"
"I960668","5401.53"
"I236328","5401.53"
"I186635","5401.53"
"I371006","15004.25"
"I255099","5401.53"
"I928099","5401.53"
"I109023","5401.53"
"I171099","15004.25"
"I461083","9602.72"
"I175577","9602.72"
"I538342","9602.72"
"I215414","5401.53"
"I245903","5401.53"
"I316207","15004.25"
"I873781","5401.53"
"I304598","9602.72"
"I479648","15004.25"
"I430250","15004.25"
"I169625","15004.25"
"I254816","5401.53"
"I173468","5401.53"
"I257585","9602.72"
"I158101","15004.25"
"I211212","5401.53"
"I315079","9602.72"
"I338402","9602.72"
"I107595","9602.72"
"I663403","5401.53"
"I238736","9602.72"
"I328754","15004.25"
"I133283","9602.72"
"I272143","5401.53"
"I226427","5401.53"
"I656957","5401.53"
"I283921","9602.72"
"I862703","15004.25"
"I111535","5401.53"
"I201815","15004.25"
"I224463","9602.72"
"I553278","15004.25"
"I844079","15004.25"
"I118121","15004.25"
"I317312","5401.53"
"I180736","9602.72"
"I257873","5401.53"
"I726508","9602.72"
"I195313","15004.25"
"I153340","15004.25"
"I202123","9602.72"
"I832885","5401.53"
"I616390","15004.25"
"I311300","5401.53"
"I186893","5401.53"
"I270984","9602.72"
"I298611","15004.25"
"I268249","5401.53"
"I283941","9602.72"
"I289895","9602.72"
"I246760","15004.25"
"I282256","5401.53"
"I101594","5401.53"
"I326419","5401.53"
"I237251","5401.53"
"I595763","15004.25"
"I221564","9602.72"
"I123371","5401.53"
"I187742","5401.53"
"I535642","5401.53"
"I136292","15004.25"
"I296791","5401.53"
"I175371","9602.72"
"I170007","5401.53"
"I196771","9602.72"
"I131711","9602.72"
"I305006","5401.53"
"I190112","5401.53"
"I264469","5401.53"
"I246179","9602.72"
"I982603","5401.53"
"I256026","5401.53"
"I228101","15004.25"
"I114657","15004.25"
"I810646","15004.25"
"I249123","5401.53"
"I121970","15004.25"
"I273322","9602.72"
"I220054","5401.53"
"I246605","5401.53"
"I264206","15004.25"
"I172528","5401.53"
"I185579","9602.72"
"I358353","9602.72"
"I323829","5401.53"
"I243076","5401.53"
"I176738","15004.25"
"I125378","5401.53"
"I217081","9602.72"
"I277816","9602.72"
"I799317","5401.53"
"I262352","15004.25"
"I423570","15004.25"
"I299265","5401.53"
"I970266","9602.72"
"I608950","15004.25"
"I368744","15004.25"
"I401606","9602.72"
"I333537","15004.25"
"I326321","15004.25"
"I346820","9602.72"
"I306882","15004.25"
"I293909","15004.25"
"I882662","9602.72"
"I288528","5401.53"
"I107662","15004.25"
"I235119","9602.72"
"I114255","15004.25"
"I142265","15004.25"
"I155585","5401.53"
"I338723","9602.72"
"I322668","5401.53"
"I232796","15004.25"
"I710090","15004.25"
"I179168","9602.72"
"I290887","9602.72"
"I325467","15004.25"
"I569866","5401.53"
"I237036","9602.72"
"I282205","15004.25"
"I245080","15004.25"
"I140023","15004.25"
"I294764","9602.72"
"I863910","15004.25"
"I302799","5401.53"
"I265287","5401.53"
"I281052","15004.25"
"I214122","5401.53"
"I154756","5401.53"
"I238727","15004.25"
"I474764","15004.25"
"I121188","9602.72"
"I242888","5401.53"
"I337378","9602.72"
"I275103","9602.72"
"I217604","15004.25"
"I114336","9602.72"
"I269602","5401.53"
"I117335","15004.25"
"I294068","5401.53"
"I372174","15004.25"
"I263471","9602.72"
"I178212","9602.72"
"I222333","5401.53"
"I297061","5401.53"
"I135594","9602.72"
"I185336","9602.72"
"I168701","15004.25"
"I126909","15004.25"
"I178218","9602.72"
"I274937","5401.53"
"I485459","5401.53"
"I294336","9602.72"
"I340210","9602.72"
"I200274","5401.53"
"I260410","9602.72"
"I111214","5401.53"
"I170803","9602.72"
"I221968","9602.72"
"I335594","9602.72"
"I107414","15004.25"
"I337015","15004.25"
"I335349","9602.72"
"I140478","15004.25"
"I307224","15004.25"
"I116898","5401.53"
"I276682","5401.53"
"I281929","5401.53"
"I225398","15004.25"
"I606558","15004.25"
"I303382","5401.53"
"I122890","15004.25"
"I176097","5401.53"
"I151190","9602.72"
"I762021","9602.72"
"I321732","5401.53"
"I112185","15004.25"
"I186212","9602.72"
"I981993","9602.72"
"I851080","5401.53"
"I277650","5401.53"
"I109298","5401.53"
"I242141","15004.25"
"I164158","5401.53"
"I107486","9602.72"
"I258526","5401.53"
"I663669","9602.72"
"I260673","5401.53"
"I221266","5401.53"
"I199018","15004.25"
"I162532","5401.53"
"I326813","5401.53"
"I209111","5401.53"
"I245023","15004.25"
"I309319","5401.53"
"I226494","9602.72"
"I239179","15004.25"
"I689812","15004.25"
"I291802","15004.25"
"I281153","5401.53"
"I519445","5401.53"
"I622537","9602.72"
"I226107","5401.53"
"I951081","15004.25"
"I248062","9602.72"
"I319054","15004.25"
"I113828","5401.53"
"I185995","15004.25"
"I295544","15004.25"
"I318485","15004.25"
"I244057","5401.53"
"I220851","9602.72"
"I197851","15004.25"
"I243169","9602.72"
"I147620","15004.25"
"I329375","5401.53"
"I271607","15004.25"
"I495855","5401.53"
"I203347","9602.72"
"I124806","9602.72"
"I295999","15004.25"
"I334871","5401.53"
"I329814","5401.53"
"I171595","15004.25"
"I126406","15004.25"
"I215140","5401.53"
"I216906","15004.25"
"I376026","5401.53"
"I291607","15004.25"
"I265646","5401.53"
"I206331","9602.72"
"I142482","9602.72"
"I380205","5401.53"
"I153632","5401.53"
"I160567","15004.25"
"I898215","9602.72"
"I225470","15004.25"
"I734838","5401.53"
"I333303","5401.53"
"I247567","9602.72"
"I321715","9602.72"
"I523324","5401.53"
"I130347","9602.72"
"I918820","9602.72"
"I287541","15004.25"
"I323767","5401.53"
"I498907","9602.72"
"I319080","15004.25"
"I101837","9602.72"
"I934358","15004.25"
"I102607","9602.72"
"I244656","15004.25"
"I283023","15004.25"
"I359206","5401.53"
"I270317","15004.25"
"I183238","9602.72"
"I303516","9602.72"
"I789830","5401.53"
"I860168","5401.53"
"I208117","15004.25"
"I631631","9602.72"
"I236451","9602.72"
"I357634","9602.72"
"I962718","5401.53"
"I161703","15004.25"
"I221865","15004.25"
"I228236","5401.53"
"I334881","9602.72"
"I256071","9602.72"
"I306056","15004.25"
"I216465","15004.25"
"I327317","9602.72"
"I840291","9602.72"
"I144493","9602.72"
"I111897","5401.53"
"I658634","9602.72"
"I139878","9602.72"
"I108778","5401.53"
"I209126","9602.72"
"I105577","5401.53"
"I764866","15004.25"
"I321307","5401.53"
"I320206","9602.72"
"I207000","15004.25"
"I779574","5401.53"
"I469602","5401.53"
"I236986","9602.72"
"I180033","5401.53"
"I132260","9602.72"
"I894964","15004.25"
"I133480","15004.25"
"I204271","15004.25"
"I308777","5401.53"
"I250962","9602.72"
"I859188","5401.53"
"I566323","5401.53"
"I964838","15004.25"
"I162992","5401.53"
"I212028","5401.53"
"I984402","9602.72"
"I891879","15004.25"
"I218123","9602.72"
"I318773","9602.72"
"I542167","9602.72"
"I261394","9602.72"
"I124466","5401.53"
"I102108","9602.72"
"I268456","15004.25"
"I260828","5401.53"
"I456391","5401.53"
"I219282","9602.72"
"I885013","15004.25"
"I347759","15004.25"
"I294003","15004.25"
"I860130","9602.72"
"I178401","5401.53"
"I326522","9602.72"
"I689481","15004.25"
"I120274","15004.25"
"I289039","15004.25"
"I151814","5401.53"
"I164480","9602.72"
"I339118","9602.72"
"I923302","9602.72"
"I337987","15004.25"
"I129253","15004.25"
"I321967","5401.53"
"I257623","5401.53"
"I162105","9602.72"
"I206632","9602.72"
"I314780","15004.25"
"I339315","15004.25"
"I309633","9602.72"
"I279335","15004.25"
"I261776","9602.72"
"I171928","15004.25"
"I747457","15004.25"
"I350861","9602.72"
"I320063","15004.25"
"I178231","5401.53"
"I547653","5401.53"
"I159314","5401.53"
"I147322","9602.72"
"I124971","15004.25"
"I269903","9602.72"
"I883342","5401.53"
"I273053","9602.72"
"I132781","15004.25"
"I277676","9602.72"
"I101360","15004.25"
"I923526","15004.25"
"I317860","9602.72"
"I144906","15004.25"
"I185229","15004.25"
"I130112","9602.72"
"I280613","5401.53"
"I279140","5401.53"
"I875342","15004.25"
"I394533","15004.25"
"I224517","9602.72"
"I225957","15004.25"
"I232269","15004.25"
"I264576","5401.53"
"I322529","9602.72"
"I270789","15004.25"
"I232271","15004.25"
"I814254","5401.53"
"I235099","15004.25"
"I138566","9602.72"
"I245017","9602.72"
"I136091","9602.72"
"I334826","15004.25"
"I605729","5401.53"
"I159413","15004.25"
"I577914","9602.72"
"I104345","9602.72"
"I272472","5401.53"
"I515293","5401.53"
"I313484","9602.72"
"I169630","5401.53"
"I311109","15004.25"
"I895284","9602.72"
"I949580","9602.72"
"I149572","15004.25"
"I115121","15004.25"
"I664239","15004.25"
"I882280","9602.72"
"I160365","5401.53"
"I318621","15004.25"
"I246659","9602.72"
"I197854","15004.25"
"I418291","5401.53"
"I198032","15004.25"
"I830848","15004.25"
"I189658","5401.53"
"I421293","9602.72"
"I245604","5401.53"
"I815456","5401.53"
"I100168","9602.72"
"I245442","5401.53"
"I262358","5401.53"
"I145343","5401.53"
"I768404","15004.25"
"I538079","5401.53"
"I954257","5401.53"
"I151279","15004.25"
"I864459","5401.53"
"I327846","9602.72"
"I282545","15004.25"
"I180627","15004.25"
"I108966","15004.25"
"I125391","9602.72"
"I241614","9602.72"
"I150538","5401.53"
"I268595","5401.53"
"I318140","15004.25"
"I640326","9602.72"
"I224943","5401.53"
"I611947","15004.25"
"I326118","15004.25"
"I144611","9602.72"
"I640359","15004.25"
"I545400","9602.72"
"I854095","5401.53"
"I930001","15004.25"
"I982936","15004.25"
"I297737","5401.53"
"I628232","5401.53"
"I150124","9602.72"
"I263202","15004.25"
"I212413","5401.53"
"I168962","9602.72"
"I208860","9602.72"
"I765818","9602.72"
"I107892","5401.53"
"I279658","9602.72"
"I241462","9602.72"
"I193542","15004.25"
"I259221","9602.72"
"I150986","9602.72"
"I132566","15004.25"
"I184109","5401.53"
"I864084","15004.25"
"I115164","9602.72"
"I222359","9602.72"
"I314139","15004.25"
"I404736","9602.72"
"I217488","5401.53"
"I245796","5401.53"
"I124420","9602.72"
"I317504","15004.25"
"I266808","5401.53"
"I227176","15004.25"
"I135039","5401.53"
"I249326","9602.72"
"I130804","9602.72"
"I926753","15004.25"
"I283247","5401.53"
"I490194","15004.25"
"I538794","5401.53"
"I113264","15004.25"
"I329857","15004.25"
"I636294","9602.72"
"I743220","5401.53"
"I356273","5401.53"
"I301190","5401.53"
"I238836","15004.25"
"I150852","15004.25"
"I279759","15004.25"
"I226069","15004.25"
"I117377","5401.53"
"I309312","5401.53"
"I195441","5401.53"
"I391464","15004.25"
"I404860","5401.53"
"I118844","15004.25"
"I337109","5401.53"
"I196223","5401.53"
"I813892","15004.25"
"I180848","5401.53"
"I335870","9602.72"
"I317314","5401.53"
"I216416","15004.25"
"I518425","9602.72"
"I330198","9602.72"
"I202181","9602.72"
"I181761","5401.53"
"I183350","5401.53"
"I335298","15004.25"
"I240104","9602.72"
"I169815","15004.25"
"I982580","5401.53"
"I137633","9602.72"
"I936489","15004.25"
"I128073","5401.53"
"I248080","5401.53"
"I206837","15004.25"
"I895477","9602.72"
"I168442","15004.25"
"I128339","9602.72"
"I203310","15004.25"
"I191895","15004.25"
"I180645","5401.53"
"I219199","15004.25"
"I713751","9602.72"
"I280064","15004.25"
"I590206","9602.72"
"I243057","5401.53"
"I262337","5401.53"
"I325352","15004.25"
"I810452","15004.25"
"I130572","9602.72"
"I301009","9602.72"
"I371474","9602.72"
"I303830","9602.72"
"I220627","15004.25"
"I199149","5401.53"
"I135269","9602.72"
"I510131","5401.53"
"I208329","5401.53"
"I161563","15004.25"
"I604020","15004.25"
"I163778","9602.72"
"I189420","15004.25"
"I145146","15004.25"
"I474037","9602.72"
"I171884","5401.53"
"I262305","9602.72"
"I130514","9602.72"
"I225659","9602.72"
"I213446","15004.25"
"I240496","15004.25"
"I135935","9602.72"
"I460595","15004.25"
"I219475","15004.25"
"I316361","5401.53"
"I298978","15004.25"
"I221521","5401.53"
"I227593","5401.53"
"I220925","9602.72"
"I119872","5401.53"
"I303604","15004.25"
"I252497","5401.53"
"I407093","15004.25"
"I308178","15004.25"
"I229675","5401.53"
"I444833","15004.25"
"I319111","15004.25"
"I322984","15004.25"
"I236432","5401.53"
"I610234","9602.72"
"I280174","9602.72"
"I234687","5401.53"
"I279830","5401.53"
"I262007","5401.53"
"I937384","9602.72"
"I534444","15004.25"
"I310486","9602.72"
"I306709","9602.72"
"I572617","9602.72"
"I286316","9602.72"
"I777692","5401.53"
"I236426","15004.25"
"I272241","9602.72"
"I236596","9602.72"
"I734783","9602.72"
"I287202","5401.53"
"I658298","5401.53"
"I254636","5401.53"
"I303562","9602.72"
"I167857","5401.53"
"I137969","5401.53"
"I295060","9602.72"
"I297799","15004.25"
"I325417","15004.25"
"I394367","9602.72"
"I139208","15004.25"
"I522744","5401.53"
"I242350","9602.72"
"I251748","9602.72"
"I611103","5401.53"
"I931857","5401.53"
"I200801","15004.25"
"I218183","9602.72"
"I190022","15004.25"
"I531238","9602.72"
"I292469","15004.25"
"I184613","15004.25"
"I793616","9602.72"
"I284967","5401.53"
"I931888","15004.25"
"I164646","9602.72"
"I299478","15004.25"
"I880333","5401.53"
"I326991","15004.25"
"I282056","5401.53"
"I162513","15004.25"
"I141703","5401.53"
"I613983","5401.53"
"I337658","5401.53"
"I180834","15004.25"
"I699646","9602.72"
"I180807","5401.53"
"I232830","5401.53"
"I126803","5401.53"
"I646128","9602.72"
"I149503","15004.25"
"I160961","15004.25"
"I601396","15004.25"
"I309224","15004.25"
"I326610","15004.25"
"I197480","5401.53"
"I245587","5401.53"
"I130770","5401.53"
"I840929","9602.72"
"I241584","15004.25"
"I320807","15004.25"
"I287414","15004.25"
"I120779","5401.53"
"I301058","5401.53"
"I570346","5401.53"
"I189882","15004.25"
"I142308","15004.25"
"I354206","15004.25"
"I902140","5401.53"
"I171590","5401.53"
"I813356","15004.25"
"I227225","5401.53"
"I334816","5401.53"
"I428115","15004.25"
"I107142","9602.72"
"I117744","5401.53"
"I894522","5401.53"
"I102191","9602.72"
"I123973","5401.53"
"I206610","5401.53"
"I273661","15004.25"
"I243896","9602.72"
"I255793","15004.25"
"I309240","9602.72"
"I335356","15004.25"
"I766253","15004.25"
"I215837","9602.72"
"I287147","15004.25"
"I303002","9602.72"
"I546622","5401.53"
"I311330","15004.25"
"I639470","9602.72"
"I391560","15004.25"
"I460914","15004.25"
"I280361","9602.72"
"I230861","15004.25"
"I110818","15004.25"
"I111384","5401.53"
"I246126","9602.72"
"I178459","9602.72"
"I121454","5401.53"
"I637102","9602.72"
"I152612","15004.25"
"I289749","9602.72"
"I933604","5401.53"
"I803124","15004.25"
"I333650","5401.53"
"I980280","15004.25"
"I249546","9602.72"
"I284081","9602.72"
"I181863","15004.25"
"I302520","5401.53"
"I128462","15004.25"
"I512463","15004.25"
"I262656","9602.72"
"I121511","15004.25"
"I291029","9602.72"
"I300684","5401.53"
"I206090","9602.72"
"I772466","15004.25"
